customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal
CUST010969,19.86,2,0.63,0.12,3,1.41,0
CUST010970,1.77,21,0.09,0.34,10,4.42,0
CUST010971,3.98,23,0.4,0.18,9,3.58,1
CUST010972,4.47,24,0.95,0.36,6,4.82,0
CUST010973,6.27,25,0.59,0.37,1,3.84,0
CUST010974,1.41,9,1.0,0.46,7,1.48,0
CUST010975,11.33,9,0.31,0.44,6,3.79,0
CUST010976,5.25,6,0.03,0.15,0,1.15,0
CUST010977,3.68,9,0.64,0.37,10,2.87,0
CUST010978,12.41,7,0.16,0.16,3,3.85,0
CUST010979,7.93,2,0.35,0.1,1,3.38,0
CUST010980,16.38,15,0.47,0.06,2,4.35,0
CUST010981,2.36,13,0.47,0.13,0,4.75,1
CUST010982,15.01,17,0.57,0.33,7,3.13,0
CUST010983,3.8,13,0.71,0.25,4,3.54,0
CUST010984,1.86,16,0.14,0.29,0,2.84,0
CUST010985,5.31,1,0.24,0.32,6,1.24,0
CUST010986,9.25,16,0.52,0.15,6,4.28,1
CUST010987,2.08,18,0.87,0.36,3,2.79,0
CUST010988,18.56,13,0.7,0.47,2,2.89,0
CUST010989,9.61,12,0.53,0.03,0,4.63,0
CUST010990,13.69,21,0.62,0.46,7,4.97,0
CUST010991,4.1,3,0.75,0.29,10,2.84,1
CUST010992,19.57,4,0.85,0.35,7,2.53,1
CUST010993,13.65,10,0.53,0.12,8,2.8,0
CUST010994,5.03,17,0.5,0.36,6,1.15,0
CUST010995,15.54,22,0.02,0.26,4,3.29,0
CUST010996,15.46,13,0.76,0.21,9,1.27,1
CUST010997,14.18,8,0.51,0.17,10,1.94,1
CUST010998,3.28,10,0.3,0.23,10,2.91,1
CUST010999,12.07,13,0.36,0.46,4,2.98,0
CUST011000,9.05,15,0.05,0.3,4,3.41,0
CUST011001,12.08,20,0.89,0.38,1,4.47,0
CUST011002,2.13,11,0.32,0.16,10,3.63,0
CUST011003,9.52,20,0.78,0.19,10,1.89,1
CUST011004,6.53,9,0.18,0.1,9,1.87,1
CUST011005,1.31,19,0.72,0.2,7,1.09,0
CUST011006,8.03,8,0.91,0.26,4,4.95,1
CUST011007,11.26,22,0.96,0.1,1,2.16,0
CUST011008,14.3,20,0.99,0.41,7,3.21,0
CUST011009,2.62,4,0.36,0.04,8,2.25,1
CUST011010,5.92,12,0.39,0.42,8,1.6,0
CUST011011,6.82,7,0.26,0.15,6,2.44,0
CUST011012,5.64,5,0.94,0.21,9,1.46,1
CUST011013,9.89,1,0.18,0.11,7,2.14,1
CUST011014,3.37,4,0.72,0.4,5,2.58,0
CUST011015,14.09,3,0.39,0.08,9,2.59,0
CUST011016,11.58,13,0.04,0.33,2,3.97,0
CUST011017,17.34,11,0.1,0.0,2,1.29,0
CUST011018,18.56,1,0.77,0.42,2,3.07,1
CUST011019,11.01,14,0.3,0.42,9,4.32,0
CUST011020,8.45,25,0.33,0.37,0,1.1,0
CUST011021,17.34,17,0.45,0.22,7,3.68,0
CUST011022,13.27,9,0.27,0.47,8,4.95,1
CUST011023,10.99,20,0.56,0.28,3,2.94,0
CUST011024,18.96,12,0.24,0.05,8,4.72,1
CUST011025,5.05,17,0.75,0.1,4,4.84,1
CUST011026,16.03,20,0.92,0.48,10,1.34,1
CUST011027,9.23,14,0.65,0.4,5,1.97,1
CUST011028,18.38,11,0.22,0.43,1,3.05,0
CUST011029,10.79,11,0.37,0.05,4,2.39,1
CUST011030,9.11,7,0.48,0.37,5,2.41,1
CUST011031,8.73,6,0.91,0.38,1,1.09,1
CUST011032,16.43,25,0.99,0.47,1,4.34,1
CUST011033,12.95,18,0.28,0.33,3,3.78,0
CUST011034,6.35,19,0.26,0.2,5,3.56,0
CUST011035,6.57,21,0.56,0.45,9,2.18,0
CUST011036,19.35,19,0.47,0.05,9,1.22,1
CUST011037,7.43,8,0.26,0.42,5,3.95,0
CUST011038,17.81,20,0.59,0.22,7,2.08,1
CUST011039,12.08,16,0.62,0.2,1,4.75,0
CUST011040,13.16,23,0.84,0.31,0,2.27,1
CUST011041,15.0,12,0.23,0.3,6,2.61,0
CUST011042,3.85,2,0.41,0.16,9,1.45,1
CUST011043,16.65,5,0.5,0.17,4,3.02,0
CUST011044,15.34,23,0.02,0.27,6,2.92,1
CUST011045,17.97,3,0.56,0.07,6,2.55,0
CUST011046,12.8,8,0.05,0.44,10,1.27,0
CUST011047,1.58,19,0.0,0.34,5,2.82,1
CUST011048,2.95,15,0.86,0.1,6,2.31,1
CUST011049,4.38,4,0.93,0.38,8,3.9,0
CUST011050,1.84,13,0.52,0.29,7,2.53,0
CUST011051,7.11,22,0.85,0.01,6,3.5,0
CUST011052,8.49,1,0.67,0.1,6,1.95,1
CUST011053,12.15,10,0.98,0.49,5,2.0,0
CUST011054,2.94,21,0.59,0.21,9,4.05,0
CUST011055,11.03,15,0.51,0.32,10,1.51,0
CUST011056,13.87,8,0.49,0.41,1,1.55,0
CUST011057,6.71,16,0.95,0.28,3,4.72,1
CUST011058,14.09,8,0.93,0.16,2,1.36,1
CUST011059,16.24,14,0.8,0.31,7,3.32,0
CUST011060,18.38,25,0.18,0.31,7,1.2,0
CUST011061,3.68,9,0.44,0.41,5,3.93,1
CUST011062,19.51,1,0.04,0.19,4,1.64,0
CUST011063,1.7,18,0.26,0.12,0,2.68,0
CUST011064,3.66,23,0.49,0.46,7,3.99,0
CUST011065,17.0,7,0.8,0.19,1,3.84,0
CUST011066,15.33,12,0.21,0.43,6,2.83,1
CUST011067,1.31,11,0.64,0.34,4,3.21,1
CUST011068,5.04,2,0.48,0.2,7,4.9,0
CUST011069,16.67,19,0.76,0.09,5,2.32,0
CUST011070,8.21,23,0.49,0.02,4,3.37,0
CUST011071,7.8,14,0.56,0.0,1,2.29,1
CUST011072,15.6,2,0.5,0.39,7,3.8,0
CUST011073,17.24,19,0.01,0.13,7,3.2,0
CUST011074,18.88,15,0.68,0.23,5,1.52,1
CUST011075,10.37,24,0.44,0.39,5,2.65,0
CUST011076,7.06,15,0.09,0.02,2,2.76,0
CUST011077,7.59,15,0.56,0.36,2,1.16,1
CUST011078,10.43,22,0.86,0.23,9,3.08,1
CUST011079,10.25,17,0.39,0.06,5,1.51,0
CUST011080,4.4,22,0.79,0.14,0,4.79,0
CUST011081,16.39,19,0.68,0.36,0,1.19,1
CUST011082,11.8,9,0.94,0.02,10,2.16,1
CUST011083,1.98,12,0.57,0.06,6,2.92,1
CUST011084,14.68,14,0.16,0.38,6,1.24,0
CUST011085,3.84,24,0.28,0.4,9,4.4,1
CUST011086,5.19,21,0.1,0.42,6,3.6,1
CUST011087,4.0,17,0.56,0.44,2,1.28,0
CUST011088,2.59,18,0.27,0.33,7,1.71,1
CUST011089,16.51,25,0.75,0.28,7,1.46,0
CUST011090,19.78,15,0.49,0.23,7,4.98,0
CUST011091,17.41,15,0.46,0.21,0,1.38,0
CUST011092,18.6,7,0.84,0.16,9,4.01,0
CUST011093,15.49,14,0.23,0.31,2,2.02,0
CUST011094,16.01,16,0.15,0.33,7,2.3,0
CUST011095,1.69,24,0.12,0.33,7,1.96,1
CUST011096,12.99,3,0.41,0.35,0,2.97,0
CUST011097,6.86,25,0.15,0.17,3,3.54,0
CUST011098,15.07,4,0.16,0.33,2,1.72,0
CUST011099,5.21,14,0.53,0.14,2,3.65,1
CUST011100,19.16,2,0.15,0.29,6,4.69,0
CUST011101,4.35,21,0.37,0.06,2,3.57,1
CUST011102,13.71,6,0.66,0.27,3,3.99,1
CUST011103,1.68,25,0.96,0.11,3,1.49,1
CUST011104,18.88,5,0.83,0.38,3,1.42,1
CUST011105,16.34,8,0.61,0.37,4,4.91,1
CUST011106,4.69,1,0.5,0.38,6,2.73,0
CUST011107,2.04,1,0.11,0.3,6,2.14,1
CUST011108,3.62,9,0.34,0.1,3,1.1,0
CUST011109,3.88,1,0.88,0.01,6,4.1,1
CUST011110,15.32,21,0.56,0.1,2,4.51,0
CUST011111,10.03,15,0.17,0.21,8,1.78,0
CUST011112,8.14,11,0.5,0.18,2,3.63,0
CUST011113,18.78,3,0.35,0.18,2,3.95,0
CUST011114,11.08,8,0.43,0.41,7,4.56,0
CUST011115,12.22,2,0.19,0.23,0,3.02,0
CUST011116,9.21,9,0.26,0.24,4,2.79,0
CUST011117,4.98,18,0.9,0.44,5,4.04,1
CUST011118,8.62,16,0.37,0.36,5,3.43,1
CUST011119,12.41,4,0.12,0.31,9,4.61,0
CUST011120,2.63,25,0.34,0.25,8,3.74,0
CUST011121,2.7,9,0.87,0.02,2,4.43,1
CUST011122,1.53,10,0.15,0.4,2,4.44,0
CUST011123,19.66,1,0.12,0.26,5,1.31,1
CUST011124,3.97,15,0.17,0.03,6,4.57,0
CUST011125,3.4,10,0.63,0.31,2,1.79,1
CUST011126,19.97,1,0.35,0.45,7,4.79,0
CUST011127,19.03,14,0.75,0.13,8,1.48,0
CUST011128,11.83,15,0.36,0.42,8,3.98,0
CUST011129,6.25,22,0.02,0.12,2,3.27,1
CUST011130,2.5,24,0.66,0.34,9,1.68,0
CUST011131,12.33,6,0.61,0.24,1,4.81,1
CUST011132,3.06,3,0.41,0.44,7,2.55,1
CUST011133,9.07,3,0.67,0.33,9,1.09,0
CUST011134,9.66,11,0.33,0.31,8,3.22,0
CUST011135,13.37,14,0.65,0.13,3,1.99,0
CUST011136,8.04,25,0.24,0.34,9,3.41,0
CUST011137,5.11,18,0.88,0.23,7,1.51,0
CUST011138,5.05,25,0.54,0.17,7,4.4,0
CUST011139,10.4,17,0.92,0.05,7,3.67,1
CUST011140,17.83,23,0.29,0.07,1,2.83,0
CUST011141,19.27,6,0.63,0.32,4,3.69,0
CUST011142,1.76,14,0.45,0.04,2,2.26,0
CUST011143,16.61,4,0.66,0.5,7,1.69,0
CUST011144,8.54,19,0.81,0.11,6,1.61,1
CUST011145,9.12,4,0.38,0.49,6,2.83,1
CUST011146,17.36,7,0.89,0.08,2,3.86,0
CUST011147,6.27,17,0.09,0.44,0,2.17,0
CUST011148,7.56,1,0.32,0.1,5,2.74,1
CUST011149,9.14,2,0.41,0.46,2,2.36,0
CUST011150,1.58,10,0.18,0.36,5,3.36,0
CUST011151,19.08,5,0.69,0.1,0,1.48,1
CUST011152,10.89,6,0.67,0.08,10,3.41,0
CUST011153,17.44,3,0.73,0.33,7,4.16,1
CUST011154,2.98,12,0.2,0.02,4,1.58,1
CUST011155,18.35,9,0.22,0.33,8,3.77,0
CUST011156,13.26,5,0.55,0.24,10,2.68,0
CUST011157,18.42,3,0.01,0.03,0,2.97,0
CUST011158,7.28,9,0.41,0.5,6,4.1,0
CUST011159,17.67,15,0.37,0.12,5,4.07,0
CUST011160,16.34,1,0.55,0.45,1,4.87,0
CUST011161,9.95,13,0.22,0.26,10,4.96,0
CUST011162,6.57,15,0.62,0.35,4,1.86,1
CUST011163,12.18,2,0.31,0.43,3,3.86,0
CUST011164,16.7,13,0.2,0.02,0,4.4,0
CUST011165,8.35,25,0.18,0.05,5,3.07,1
CUST011166,3.85,18,0.57,0.36,3,3.14,1
CUST011167,18.17,19,0.16,0.25,5,1.65,0
CUST011168,17.64,16,0.93,0.2,2,2.22,0
CUST011169,6.31,23,0.86,0.34,8,4.52,1
CUST011170,3.23,18,0.48,0.34,10,4.59,1
CUST011171,8.26,2,0.31,0.46,1,1.19,0
CUST011172,10.11,11,0.46,0.07,7,2.58,0
CUST011173,14.73,5,0.37,0.15,3,4.13,1
CUST011174,19.79,16,0.78,0.42,1,4.76,1
CUST011175,16.23,22,0.98,0.37,8,3.65,1
CUST011176,14.17,23,0.9,0.34,1,4.04,0
CUST011177,5.1,15,0.91,0.22,0,1.64,1
CUST011178,16.2,2,0.36,0.09,1,2.03,0
CUST011179,1.66,16,0.09,0.3,9,4.46,0
CUST011180,9.52,16,0.63,0.4,10,2.43,1
CUST011181,13.43,20,0.35,0.32,2,1.87,0
CUST011182,19.58,19,0.08,0.25,2,2.15,1
CUST011183,12.42,18,0.43,0.15,2,2.0,0
CUST011184,4.47,24,0.78,0.11,5,4.09,1
CUST011185,10.22,8,0.07,0.08,2,4.57,0
CUST011186,12.45,15,0.18,0.35,0,4.29,0
CUST011187,7.28,19,0.56,0.15,10,1.32,0
CUST011188,8.59,25,0.75,0.23,7,2.62,0
CUST011189,7.95,17,0.46,0.16,2,3.45,0
CUST011190,2.21,4,0.81,0.09,5,3.53,0
CUST011191,9.55,21,0.77,0.41,5,1.82,0
CUST011192,13.87,4,0.19,0.06,1,4.72,0
CUST011193,4.12,7,0.23,0.07,9,2.88,0
CUST011194,18.47,3,0.26,0.27,4,2.65,0
CUST011195,7.38,1,0.57,0.28,7,2.44,0
CUST011196,17.16,15,0.05,0.04,4,4.96,0
CUST011197,15.21,4,0.8,0.3,4,2.68,0
CUST011198,12.96,10,0.09,0.38,8,3.16,0
CUST011199,19.18,8,0.64,0.08,9,2.91,0
CUST011200,2.1,13,0.75,0.25,2,2.48,1
CUST011201,19.4,3,0.94,0.48,8,1.88,0
CUST011202,14.84,8,0.95,0.29,1,1.86,1
CUST011203,16.54,21,0.88,0.35,9,2.17,0
CUST011204,4.62,16,0.62,0.24,7,3.68,1
CUST011205,3.12,21,0.14,0.18,6,2.04,0
CUST011206,12.77,15,0.37,0.34,7,4.08,0
CUST011207,4.56,25,0.92,0.39,4,3.51,1
CUST011208,18.27,21,0.27,0.21,4,1.34,1
CUST011209,9.67,11,0.51,0.31,4,1.26,0
CUST011210,1.62,15,0.42,0.09,8,4.04,0
CUST011211,13.71,20,0.33,0.02,6,1.73,1
CUST011212,14.14,4,0.99,0.16,5,4.21,0
CUST011213,17.47,25,0.05,0.46,4,2.86,1
CUST011214,19.32,17,0.54,0.12,10,4.9,0
CUST011215,5.62,6,0.88,0.09,9,3.7,0
CUST011216,8.81,2,0.97,0.09,3,2.64,1
CUST011217,13.16,18,0.98,0.15,10,2.59,1
CUST011218,9.77,10,0.25,0.41,2,1.37,1
CUST011219,14.39,19,0.53,0.12,6,2.97,0
CUST011220,16.77,21,0.45,0.06,0,1.16,0
CUST011221,15.78,19,0.33,0.47,4,3.47,1
CUST011222,9.29,3,0.56,0.23,6,4.62,0
CUST011223,9.7,16,0.1,0.3,3,3.49,0
CUST011224,15.54,5,0.93,0.22,4,2.41,0
CUST011225,10.32,13,0.9,0.49,6,4.88,0
CUST011226,5.36,23,0.5,0.13,2,2.47,1
CUST011227,1.6,9,0.16,0.2,9,2.46,1
CUST011228,6.3,2,0.23,0.37,3,2.18,0
CUST011229,14.42,20,0.37,0.4,3,1.67,1
CUST011230,3.99,25,0.68,0.46,1,1.57,0
CUST011231,2.4,9,0.93,0.06,10,2.0,0
CUST011232,18.66,4,0.8,0.17,10,4.82,0
CUST011233,11.79,15,0.07,0.35,3,3.15,0
CUST011234,11.88,23,0.99,0.08,1,3.63,0
CUST011235,9.72,6,0.27,0.35,2,3.67,0
CUST011236,17.27,3,0.88,0.28,4,2.3,0
CUST011237,11.06,11,0.36,0.14,6,3.21,0
CUST011238,13.5,1,0.59,0.48,0,2.19,0
CUST011239,8.07,17,0.67,0.3,4,1.01,1
CUST011240,6.93,20,0.25,0.42,3,4.46,0
CUST011241,6.39,11,0.1,0.1,9,1.71,0
CUST011242,5.51,24,0.23,0.24,4,2.28,0
CUST011243,11.64,10,0.34,0.41,2,4.8,0
CUST011244,8.67,18,0.05,0.12,10,1.41,1
CUST011245,7.55,25,0.65,0.26,10,1.97,0
CUST011246,15.58,20,0.13,0.11,6,3.7,0
CUST011247,4.75,23,0.68,0.49,7,4.33,0
CUST011248,4.04,3,0.52,0.21,5,4.97,1
CUST011249,19.32,20,0.13,0.45,0,1.77,0
CUST011250,7.07,6,0.35,0.14,6,4.41,0
CUST011251,7.27,6,0.82,0.5,4,4.36,0
CUST011252,7.58,25,0.71,0.27,3,4.15,1
CUST011253,3.91,1,0.64,0.39,0,4.04,0
CUST011254,19.31,5,0.06,0.17,9,2.91,0
CUST011255,6.89,19,0.31,0.09,0,4.25,0
CUST011256,18.25,21,0.08,0.08,0,1.91,0
CUST011257,10.67,15,0.79,0.04,6,3.55,1
CUST011258,3.84,21,0.97,0.45,4,4.8,1
CUST011259,3.02,15,0.49,0.08,8,3.4,0
CUST011260,5.42,24,0.77,0.32,5,3.29,1
CUST011261,16.68,22,0.5,0.13,0,3.48,0
CUST011262,19.18,10,0.6,0.31,2,4.74,0
CUST011263,10.79,4,1.0,0.08,6,3.15,0
CUST011264,5.05,20,0.45,0.09,2,1.89,0
CUST011265,5.01,24,0.32,0.07,0,4.24,0
CUST011266,5.19,15,0.42,0.01,5,1.42,0
CUST011267,18.03,9,0.84,0.42,9,2.65,1
CUST011268,3.69,7,0.11,0.3,4,4.31,0
CUST011269,18.1,22,0.29,0.16,9,1.4,1
CUST011270,15.71,1,0.28,0.24,4,4.72,0
CUST011271,15.29,7,0.05,0.0,10,4.15,0
CUST011272,11.5,6,0.72,0.08,5,4.49,1
CUST011273,15.69,16,0.89,0.17,8,2.1,0
CUST011274,3.88,11,0.93,0.09,7,1.48,1
CUST011275,4.66,17,0.77,0.44,1,4.24,0
CUST011276,11.7,8,0.99,0.03,0,4.47,0
CUST011277,9.13,8,0.46,0.06,4,1.13,0
CUST011278,7.02,21,0.17,0.24,10,1.59,1
CUST011279,3.62,6,0.88,0.46,3,4.86,1
CUST011280,13.93,4,0.77,0.42,2,3.64,1
CUST011281,7.27,25,0.16,0.12,7,4.36,0
CUST011282,14.23,1,0.46,0.01,10,2.06,0
CUST011283,14.85,12,0.51,0.22,3,2.25,0
CUST011284,12.53,15,0.97,0.45,2,1.12,1
CUST011285,10.14,8,0.33,0.26,5,3.42,1
CUST011286,4.8,3,0.78,0.24,6,4.97,1
CUST011287,1.48,8,0.19,0.34,2,3.78,0
CUST011288,12.06,1,0.97,0.21,7,2.67,0
CUST011289,18.3,12,0.54,0.18,5,3.88,0
CUST011290,12.77,16,0.31,0.15,0,2.58,0
CUST011291,2.36,9,0.94,0.09,10,1.78,0
CUST011292,13.29,2,0.72,0.37,4,2.5,1
CUST011293,17.59,21,0.54,0.22,10,4.24,0
CUST011294,5.63,11,0.86,0.27,6,4.6,1
CUST011295,4.83,3,0.94,0.34,9,3.47,1
CUST011296,9.02,12,0.96,0.22,5,2.99,0
CUST011297,15.85,5,0.28,0.15,5,4.1,0
CUST011298,3.44,2,0.82,0.31,7,3.16,0
CUST011299,5.35,3,0.79,0.4,9,2.93,1
CUST011300,8.39,8,0.25,0.38,5,3.56,0
CUST011301,4.93,12,0.79,0.44,3,1.24,0
CUST011302,15.68,10,0.85,0.5,9,1.95,0
CUST011303,8.05,25,0.97,0.05,1,3.09,0
CUST011304,10.63,16,0.61,0.17,1,4.7,0
CUST011305,6.13,16,0.65,0.25,5,2.07,1
CUST011306,4.59,4,0.96,0.28,6,3.42,1
CUST011307,15.88,8,0.08,0.36,2,1.66,0
CUST011308,15.07,21,0.14,0.42,10,3.72,0
CUST011309,8.33,9,0.36,0.07,6,4.62,0
CUST011310,3.25,14,0.47,0.12,1,4.99,0
CUST011311,12.13,5,0.15,0.33,1,4.97,0
CUST011312,12.5,18,0.46,0.15,10,1.37,1
CUST011313,5.34,23,0.55,0.38,6,4.51,1
CUST011314,16.08,5,0.13,0.39,0,3.33,0
CUST011315,9.91,1,0.57,0.0,7,1.27,0
CUST011316,10.99,3,0.17,0.27,5,2.42,1
CUST011317,18.24,5,0.95,0.49,0,4.6,0
CUST011318,19.73,18,0.71,0.48,10,3.57,1
CUST011319,16.38,12,0.13,0.34,10,4.72,0
CUST011320,11.26,20,0.19,0.26,7,3.83,0
CUST011321,15.63,3,0.52,0.11,4,4.71,0
CUST011322,15.7,7,0.27,0.41,6,2.39,1
CUST011323,6.94,17,0.86,0.44,0,2.59,0
CUST011324,1.17,19,0.19,0.45,0,4.59,1
CUST011325,9.61,3,0.3,0.15,4,4.59,0
CUST011326,7.17,14,0.51,0.37,1,1.84,0
CUST011327,5.82,24,0.36,0.33,3,4.27,0
CUST011328,11.39,16,0.13,0.22,8,1.51,0
CUST011329,2.68,18,0.59,0.48,1,4.35,0
CUST011330,15.71,7,0.73,0.45,0,4.01,1
CUST011331,12.91,13,0.36,0.05,10,2.84,0
CUST011332,18.57,8,0.58,0.09,8,3.6,0
CUST011333,9.84,14,0.93,0.08,8,3.85,0
CUST011334,13.95,18,0.98,0.28,5,4.49,1
CUST011335,1.47,22,0.12,0.17,5,3.48,0
CUST011336,9.53,20,0.2,0.29,0,3.27,0
CUST011337,10.96,21,0.09,0.46,0,3.37,0
CUST011338,6.02,13,0.69,0.16,5,3.02,0
CUST011339,7.48,25,0.88,0.5,8,1.64,1
CUST011340,1.45,6,0.22,0.29,6,1.7,0
CUST011341,16.42,17,0.41,0.31,0,2.82,1
CUST011342,18.16,5,0.04,0.36,7,3.61,0
CUST011343,13.34,1,0.41,0.01,10,3.76,0
CUST011344,16.76,4,0.09,0.22,10,1.65,0
CUST011345,12.61,10,0.79,0.33,7,2.27,1
CUST011346,3.65,7,0.79,0.16,7,1.09,1
CUST011347,11.86,14,0.25,0.42,4,1.57,1
CUST011348,9.26,17,0.25,0.34,3,3.19,0
CUST011349,16.03,23,0.46,0.0,0,1.86,0
CUST011350,19.98,8,0.41,0.31,0,4.62,0
CUST011351,1.39,20,0.66,0.14,7,2.12,0
CUST011352,5.27,17,0.82,0.19,9,1.27,0
CUST011353,2.84,19,0.15,0.45,5,2.71,1
CUST011354,18.4,9,0.82,0.42,5,2.15,0
CUST011355,6.15,20,0.56,0.21,8,3.04,1
CUST011356,2.01,15,0.97,0.03,1,1.72,1
CUST011357,13.89,16,0.16,0.05,4,1.61,0
CUST011358,2.18,14,0.25,0.14,6,2.99,0
CUST011359,9.34,24,0.47,0.31,6,1.92,1
CUST011360,3.56,3,0.88,0.32,8,1.24,1
CUST011361,19.26,16,0.69,0.08,1,4.88,1
CUST011362,7.94,10,0.98,0.05,5,1.64,1
CUST011363,13.49,12,0.02,0.01,10,4.17,0
CUST011364,4.19,12,0.92,0.21,6,4.49,1
CUST011365,8.94,10,0.53,0.16,3,3.63,0
CUST011366,7.05,3,0.22,0.04,8,1.23,1
CUST011367,6.81,21,0.74,0.1,10,2.2,1
CUST011368,18.2,19,0.64,0.46,2,4.64,1
CUST011369,2.2,2,0.96,0.03,2,4.7,1
CUST011370,11.39,12,0.53,0.36,6,4.52,0
CUST011371,12.72,7,0.43,0.06,3,4.16,0
CUST011372,3.44,23,0.73,0.26,7,2.54,0
CUST011373,12.65,8,0.77,0.47,0,2.06,0
CUST011374,19.0,4,0.96,0.41,6,4.53,0
CUST011375,14.16,18,0.04,0.29,7,3.99,1
CUST011376,18.89,6,0.57,0.4,6,3.82,0
CUST011377,6.34,10,0.15,0.38,8,1.94,0
CUST011378,5.65,5,0.64,0.39,0,3.33,0
CUST011379,17.81,5,0.21,0.13,4,3.55,0
CUST011380,16.76,5,0.54,0.01,5,3.71,0
CUST011381,16.46,10,0.28,0.03,5,3.07,0
CUST011382,1.8,22,0.42,0.01,0,1.9,0
CUST011383,8.39,10,0.11,0.06,9,4.31,0
CUST011384,1.79,17,0.69,0.41,0,1.52,1
CUST011385,4.71,19,0.64,0.16,8,2.91,0
CUST011386,16.88,19,0.14,0.31,7,4.77,0
CUST011387,2.09,15,0.06,0.28,3,4.84,0
CUST011388,5.19,16,0.33,0.05,2,2.45,0
CUST011389,1.84,4,0.39,0.28,6,4.9,1
CUST011390,16.55,7,0.82,0.11,4,1.35,1
CUST011391,12.46,8,0.52,0.26,10,1.44,1
CUST011392,10.38,1,0.15,0.21,9,1.25,1
CUST011393,17.28,8,0.01,0.47,5,4.45,1
CUST011394,15.3,10,0.98,0.03,9,3.57,0
CUST011395,17.14,1,0.13,0.29,7,2.58,0
CUST011396,9.28,23,0.91,0.27,4,1.37,1
CUST011397,18.81,19,0.19,0.45,9,4.88,0
CUST011398,17.68,14,0.68,0.37,5,3.8,0
CUST011399,9.75,14,0.27,0.14,6,3.92,0
CUST011400,12.89,20,0.58,0.33,7,4.1,0
CUST011401,15.22,12,0.11,0.18,1,2.06,0
CUST011402,11.23,13,0.06,0.38,2,1.43,1
CUST011403,6.16,5,0.78,0.03,7,3.64,0
CUST011404,18.57,21,0.62,0.36,6,4.17,1
CUST011405,5.22,6,0.58,0.15,2,2.0,1
CUST011406,4.66,5,0.59,0.4,3,4.5,0
CUST011407,9.14,10,0.37,0.34,0,4.12,0
CUST011408,5.81,24,0.3,0.27,7,2.78,0
CUST011409,14.41,4,0.5,0.06,2,1.66,0
CUST011410,18.14,22,0.23,0.03,5,3.93,0
CUST011411,14.0,24,0.6,0.25,0,4.88,0
CUST011412,3.28,4,0.51,0.28,8,1.09,0
CUST011413,8.83,6,0.78,0.24,8,4.5,0
CUST011414,13.25,1,0.77,0.4,5,3.76,1
CUST011415,15.24,13,0.7,0.28,6,3.27,1
CUST011416,4.61,18,0.83,0.16,1,3.14,0
CUST011417,5.74,7,0.7,0.49,9,4.21,1
CUST011418,12.76,17,0.57,0.24,8,1.82,1
CUST011419,7.61,9,0.41,0.47,7,2.7,0
CUST011420,12.14,2,0.92,0.26,9,2.01,0
CUST011421,8.24,7,0.38,0.36,6,2.18,1
CUST011422,14.88,5,0.89,0.17,7,1.54,1
CUST011423,13.13,11,0.36,0.27,8,3.54,0
CUST011424,8.75,10,0.92,0.2,4,2.23,1
CUST011425,17.83,1,0.14,0.06,2,4.74,0
CUST011426,4.97,9,0.15,0.27,8,1.19,1
CUST011427,12.78,18,0.45,0.32,8,2.14,0
CUST011428,18.2,7,0.27,0.32,1,4.78,1
CUST011429,8.62,15,0.16,0.03,3,4.85,0
CUST011430,15.51,10,0.92,0.35,5,2.37,1
CUST011431,3.34,3,0.93,0.24,1,2.59,0
CUST011432,11.98,2,0.11,0.15,2,3.55,0
CUST011433,2.9,13,0.14,0.26,10,3.49,0
CUST011434,4.55,4,0.03,0.48,4,1.11,0
CUST011435,1.04,20,0.32,0.11,3,3.29,0
CUST011436,17.99,14,0.48,0.39,0,4.64,0
CUST011437,4.6,1,0.49,0.32,4,2.33,0
CUST011438,15.06,3,0.71,0.21,8,1.35,0
CUST011439,1.22,24,0.37,0.04,1,4.13,0
CUST011440,7.35,19,0.67,0.17,9,4.18,1
CUST011441,17.88,11,0.84,0.24,6,1.34,0
CUST011442,8.06,22,0.42,0.48,9,3.26,0
CUST011443,13.18,10,0.78,0.28,7,3.39,0
CUST011444,5.66,18,0.06,0.36,10,4.39,0
CUST011445,8.83,10,0.55,0.15,1,2.8,0
CUST011446,4.97,8,0.76,0.25,4,3.19,1
CUST011447,1.7,3,0.62,0.1,3,2.53,0
CUST011448,8.84,17,0.45,0.11,1,4.4,0
CUST011449,9.13,18,0.61,0.31,10,3.43,1
CUST011450,11.63,1,0.82,0.41,5,2.67,0
CUST011451,13.08,23,0.1,0.05,3,2.92,1
CUST011452,18.1,21,0.65,0.33,1,1.63,1
CUST011453,9.61,19,0.4,0.39,10,1.55,1
CUST011454,11.24,10,0.91,0.45,7,4.41,1
CUST011455,8.12,12,0.94,0.4,6,4.4,1
CUST011456,18.71,24,0.94,0.12,4,1.51,0
CUST011457,14.13,13,0.56,0.16,7,3.74,0
CUST011458,2.18,22,0.05,0.18,8,1.78,0
CUST011459,14.65,7,0.95,0.33,1,3.62,1
CUST011460,1.13,4,0.51,0.41,4,3.62,0
CUST011461,5.33,12,0.85,0.48,6,2.12,1
CUST011462,4.93,16,0.34,0.03,2,4.49,0
CUST011463,18.66,5,0.63,0.38,7,3.67,1
CUST011464,8.17,16,0.63,0.42,9,4.24,1
CUST011465,2.54,2,0.46,0.2,7,4.01,0
CUST011466,10.53,1,0.35,0.35,3,2.89,0
